signal_strength,noise_levels,PRN_number,CA_code,Doppler_frequency
67.64052345967664,1.5561071261849437,1,124,-5.825749203916782
54.00157208367223,1.0096017658880365,2,964,4.504132434770936
59.787379841057394,1.8260439253369236,3,595,2.3283121986522994
72.40893199201457,2.07817448455199,4,943,-7.681218431386119
68.67557990149967,2.6151453403638603,5,740,7.441260968977998
40.22722120123589,2.6011899243922056,6,149,9.479445880152916
59.50088417525589,1.8063365912960239,7,210,5.8938978557982535
48.48642791702302,1.8488486247123321,8,563,-0.8996241790617545
48.96781148206442,1.4757235174664536,9,412,-5.353763107552712
54.10598501938372,1.2899910314105125,10,783,5.2722586346556835
51.44043571160878,1.1468649046874937,11,42,-2.015884734865898
64.54273506962976,2.975387697615895,12,59,6.112225351912137
57.610377251469934,1.7451739091241731,13,706,1.0413748903843014
51.216750164928285,1.7809628491944067,14,37,4.8831951824185635
54.43863232745426,1.373602319975037,15,779,1.7818319858720093
53.33674327374267,2.388745177915955,16,87,3.5328658409597407
64.94079073157606,1.1930510762210242,17,44,0.05250010360410239
47.94841736234199,1.8936298598930157,18,873,8.929352469529176
53.13067701650901,1.5522667194031623,19,12,0.6345604635180996
41.45904260698275,2.193451248929631,20,771,2.009946817223508
24.470101841659215,1.7445974312155634,21,308,9.415753485281272
56.53618595440361,1.409683907938794,22,81,-6.738795305712232
58.64436198859506,1.9859088858306726,23,33,-6.352424992428668
42.57834979593558,2.2141659352652088,24,183,4.846983540790056
72.69754623987608,2.033258611191584,25,129,-5.865617025570799
35.45634325401235,2.151235948869891,26,807,9.718105928246462
50.45758517301446,1.6828389531595183,27,276,-2.0680949037987366
48.128161499741665,1.818629417006431,28,175,-3.7372740572037886
65.32779214358457,1.6637697761120245,29,555,9.614710132401923
64.69358769900285,1.8202234192297293,30,372,7.402573957172121
51.54947425696916,1.593426858977773,31,185,9.33779480213285
53.781625196021736,1.1368586988341616,32,445,4.5302232913769265
